time_text,voltage_v,current_a,d_plus_v,d_minus_v,time_seconds,power_w
17:29:09,8.94,0.9,0.79,3.43,62949.0,8.046
17:29:10,8.94,0.88,0.79,3.43,62950.0,7.8671999999999995
17:29:11,8.95,0.88,0.8,3.43,62951.0,7.8759999999999994
17:29:12,8.94,0.95,0.8,3.44,62952.0,8.492999999999999
17:29:13,8.96,0.88,0.8,3.44,62953.0,7.884800000000001
17:29:14,8.94,0.9,0.8,3.44,62954.0,8.046
17:29:15,8.95,0.87,0.8,3.43,62955.0,7.786499999999999
17:29:16,8.94,0.92,0.79,3.43,62956.0,8.2248
17:29:17,8.95,0.87,0.79,3.43,62957.0,7.786499999999999
17:29:18,8.95,0.88,0.8,3.43,62958.0,7.8759999999999994
17:29:19,8.95,0.89,0.79,3.43,62959.0,7.9655
17:29:20,8.95,0.87,0.79,3.43,62960.0,7.786499999999999
17:29:21,8.94,0.87,0.79,3.43,62961.0,7.777799999999999
17:29:22,8.94,0.87,0.8,3.44,62962.0,7.777799999999999
17:29:23,8.94,0.87,0.79,3.44,62963.0,7.777799999999999
17:29:24,8.95,0.87,0.79,3.43,62964.0,7.786499999999999
17:29:25,8.95,0.88,0.8,3.43,62965.0,7.8759999999999994
17:29:26,8.94,0.87,0.79,3.43,62966.0,7.777799999999999
17:29:27,8.95,0.9,0.8,3.44,62967.0,8.055
17:29:28,8.95,0.87,0.79,3.43,62968.0,7.786499999999999
17:29:29,8.95,0.91,0.79,3.44,62969.0,8.144499999999999
17:29:30,8.95,0.86,0.79,3.43,62970.0,7.696999999999999
17:29:31,8.96,0.86,0.79,3.43,62971.0,7.7056000000000004
17:29:32,8.96,0.93,0.8,3.43,62972.0,8.3328
17:29:33,8.95,0.88,0.79,3.43,62973.0,7.8759999999999994
17:29:34,8.95,0.95,0.8,3.45,62974.0,8.5025
17:29:35,8.95,0.87,0.8,3.43,62975.0,7.786499999999999
17:29:36,8.95,0.91,0.8,3.44,62976.0,8.144499999999999
17:29:37,8.95,0.89,0.79,3.43,62977.0,7.9655
17:29:38,8.94,0.87,0.79,3.43,62978.0,7.777799999999999
17:29:39,8.94,0.87,0.8,3.44,62979.0,7.777799999999999
17:29:40,8.94,0.86,0.79,3.43,62980.0,7.6884
17:29:41,8.95,0.86,0.8,3.43,62981.0,7.696999999999999
17:29:42,8.95,0.86,0.79,3.43,62982.0,7.696999999999999
17:29:43,8.94,0.86,0.79,3.43,62983.0,7.6884
17:29:44,8.96,0.89,0.79,3.43,62984.0,7.974400000000001
17:29:45,8.95,0.87,0.79,3.43,62985.0,7.786499999999999
17:29:46,8.94,0.85,0.8,3.44,62986.0,7.598999999999999
17:29:47,8.95,0.85,0.79,3.43,62987.0,7.607499999999999
17:29:48,8.96,0.85,0.79,3.43,62988.0,7.6160000000000005
17:29:49,8.94,0.87,0.79,3.43,62989.0,7.777799999999999
17:29:50,8.95,0.87,0.79,3.43,62990.0,7.786499999999999
17:29:51,8.95,0.85,0.79,3.43,62991.0,7.607499999999999
17:29:52,8.95,0.87,0.79,3.43,62992.0,7.786499999999999
17:29:53,8.95,0.87,0.79,3.43,62993.0,7.786499999999999
17:29:54,8.95,0.84,0.8,3.43,62994.0,7.517999999999999
17:29:55,8.94,0.85,0.79,3.43,62995.0,7.598999999999999
17:29:56,8.95,0.9,0.79,3.43,62996.0,8.055
17:29:57,8.94,0.92,0.8,3.44,62997.0,8.2248
17:29:58,8.94,0.85,0.79,3.43,62998.0,7.598999999999999
17:29:59,8.94,0.86,0.79,3.43,62999.0,7.6884
17:30:00,8.94,0.86,0.79,3.43,63000.0,7.6884
17:30:01,8.95,0.86,0.79,3.43,63001.0,7.696999999999999
17:30:02,8.94,0.87,0.79,3.43,63002.0,7.777799999999999
17:30:03,8.94,0.85,0.79,3.43,63003.0,7.598999999999999
17:30:04,8.94,0.85,0.79,3.43,63004.0,7.598999999999999
17:30:05,8.94,0.87,0.79,3.43,63005.0,7.777799999999999
17:30:06,8.95,0.91,0.8,3.43,63006.0,8.144499999999999
17:30:07,8.95,0.84,0.79,3.43,63007.0,7.517999999999999
17:30:08,8.94,0.87,0.79,3.43,63008.0,7.777799999999999
17:30:09,8.94,0.86,0.79,3.43,63009.0,7.6884
17:30:10,8.94,0.88,0.8,3.43,63010.0,7.8671999999999995
17:30:11,8.95,0.86,0.79,3.43,63011.0,7.696999999999999
17:30:12,8.95,0.86,0.79,3.43,63012.0,7.696999999999999
17:30:13,8.95,0.85,0.8,3.43,63013.0,7.607499999999999
17:30:14,8.95,0.85,0.79,3.43,63014.0,7.607499999999999
17:30:15,8.94,0.85,0.79,3.43,63015.0,7.598999999999999
17:30:16,8.95,0.86,0.79,3.43,63016.0,7.696999999999999
17:30:17,8.95,0.87,0.79,3.43,63017.0,7.786499999999999
17:30:18,8.95,0.88,0.8,3.43,63018.0,7.8759999999999994
17:30:19,8.94,0.84,0.79,3.43,63019.0,7.509599999999999
17:30:20,8.94,0.83,0.79,3.43,63020.0,7.4201999999999995
17:30:21,8.94,0.85,0.79,3.43,63021.0,7.598999999999999
17:30:22,8.96,0.84,0.79,3.43,63022.0,7.526400000000001
17:30:23,8.94,0.87,0.8,3.44,63023.0,7.777799999999999
17:30:24,8.95,0.83,0.79,3.43,63024.0,7.428499999999999
17:30:25,8.94,0.83,0.79,3.43,63025.0,7.4201999999999995
17:30:26,8.94,0.84,0.79,3.43,63026.0,7.509599999999999
17:30:27,8.94,0.87,0.79,3.43,63027.0,7.777799999999999
17:30:28,8.95,0.83,0.79,3.43,63028.0,7.428499999999999
17:30:29,8.96,0.87,0.8,3.44,63029.0,7.7952
17:30:30,8.95,0.83,0.8,3.43,63030.0,7.428499999999999
17:30:31,8.95,0.83,0.79,3.43,63031.0,7.428499999999999
17:30:32,8.95,0.86,0.79,3.42,63032.0,7.696999999999999
17:30:33,8.95,0.84,0.79,3.43,63033.0,7.517999999999999
17:30:34,8.95,0.86,0.79,3.43,63034.0,7.696999999999999
17:30:35,8.95,0.83,0.79,3.43,63035.0,7.428499999999999
17:30:36,8.95,0.83,0.79,3.43,63036.0,7.428499999999999
17:30:37,8.95,0.83,0.79,3.43,63037.0,7.428499999999999
17:30:38,8.95,0.83,0.79,3.43,63038.0,7.428499999999999
17:30:39,8.95,0.87,0.8,3.43,63039.0,7.786499999999999
17:30:40,8.95,0.83,0.79,3.43,63040.0,7.428499999999999
17:30:41,8.93,0.84,0.79,3.43,63041.0,7.5012
17:30:42,8.94,0.82,0.79,3.43,63042.0,7.330799999999999
17:30:43,8.95,0.82,0.79,3.43,63043.0,7.338999999999999
17:30:44,8.95,0.84,0.79,3.43,63044.0,7.517999999999999
17:30:45,8.95,0.83,0.79,3.43,63045.0,7.428499999999999
17:30:46,8.95,0.83,0.8,3.43,63046.0,7.428499999999999
17:30:47,8.95,0.85,0.79,3.43,63047.0,7.607499999999999
17:30:48,8.95,0.82,0.79,3.42,63048.0,7.338999999999999
17:30:49,8.94,0.82,0.79,3.43,63049.0,7.330799999999999
17:30:50,8.95,0.85,0.79,3.43,63050.0,7.607499999999999
17:30:51,8.95,0.82,0.79,3.43,63051.0,7.338999999999999
17:30:52,8.94,0.82,0.79,3.43,63052.0,7.330799999999999
17:30:53,8.94,0.81,0.79,3.43,63053.0,7.2414000000000005
17:30:54,8.95,0.83,0.79,3.43,63054.0,7.428499999999999
17:30:55,8.94,0.82,0.78,3.42,63055.0,7.330799999999999
17:30:56,8.95,0.86,0.79,3.43,63056.0,7.696999999999999
17:30:57,8.95,0.81,0.79,3.43,63057.0,7.2495
17:30:58,8.95,0.83,0.79,3.43,63058.0,7.428499999999999
17:30:59,8.95,0.82,0.79,3.43,63059.0,7.338999999999999
17:31:00,8.95,0.81,0.79,3.43,63060.0,7.2495
17:31:01,8.95,0.82,0.79,3.43,63061.0,7.338999999999999
17:31:02,8.95,0.83,0.79,3.43,63062.0,7.428499999999999
17:31:03,8.94,0.83,0.79,3.43,63063.0,7.4201999999999995
17:31:04,8.95,0.83,0.79,3.43,63064.0,7.428499999999999
17:31:05,8.94,0.82,0.79,3.43,63065.0,7.330799999999999
17:31:06,8.95,0.85,0.79,3.43,63066.0,7.607499999999999
17:31:07,8.95,0.81,0.79,3.43,63067.0,7.2495
17:31:08,8.94,0.83,0.79,3.43,63068.0,7.4201999999999995
17:31:09,8.95,0.81,0.79,3.43,63069.0,7.2495
17:31:10,8.94,1.27,0.82,3.46,63070.0,11.3538
17:31:11,8.95,1.17,0.82,3.45,63071.0,10.471499999999999
17:31:12,8.95,1.25,0.83,3.47,63072.0,11.1875
17:31:13,8.95,1.13,0.82,3.47,63073.0,10.113499999999998
17:31:14,8.95,0.86,0.79,3.43,63074.0,7.696999999999999
17:31:15,8.95,0.83,0.79,3.42,63075.0,7.428499999999999
17:31:16,8.95,0.8,0.79,3.42,63076.0,7.16
17:31:17,8.95,0.81,0.78,3.42,63077.0,7.2495
17:31:18,8.94,0.88,0.79,3.43,63078.0,7.8671999999999995
17:31:19,8.94,0.81,0.79,3.42,63079.0,7.2414000000000005
17:31:20,8.95,0.8,0.79,3.43,63080.0,7.16
17:31:21,8.95,0.81,0.79,3.43,63081.0,7.2495
17:31:22,8.94,0.8,0.79,3.42,63082.0,7.152
17:31:23,8.95,0.82,0.79,3.43,63083.0,7.338999999999999
17:31:24,8.95,0.8,0.79,3.43,63084.0,7.16
17:31:25,8.94,0.83,0.79,3.43,63085.0,7.4201999999999995
17:31:26,8.95,0.81,0.79,3.43,63086.0,7.2495
17:31:27,8.95,0.8,0.79,3.43,63087.0,7.16
17:31:28,8.94,0.84,0.79,3.43,63088.0,7.509599999999999
17:31:29,8.94,0.86,0.79,3.43,63089.0,7.6884
17:31:30,8.95,0.8,0.79,3.43,63090.0,7.16
17:31:31,8.94,0.81,0.79,3.43,63091.0,7.2414000000000005
17:31:32,8.95,0.92,0.79,3.42,63092.0,8.234
17:31:33,8.94,0.78,0.79,3.43,63093.0,6.9732
17:31:34,8.94,0.83,0.79,3.43,63094.0,7.4201999999999995
17:31:35,8.95,0.8,0.79,3.43,63095.0,7.16
17:31:36,8.94,0.8,0.79,3.43,63096.0,7.152
17:31:37,8.94,0.8,0.79,3.43,63097.0,7.152
17:31:38,8.95,0.81,0.79,3.43,63098.0,7.2495
17:31:39,8.94,0.79,0.78,3.42,63099.0,7.0626
17:31:40,8.95,0.82,0.79,3.43,63100.0,7.338999999999999
17:31:41,8.94,0.79,0.79,3.42,63101.0,7.0626
17:31:42,8.95,0.78,0.79,3.43,63102.0,6.981
17:31:43,8.95,0.79,0.79,3.43,63103.0,7.0705
17:31:44,8.94,0.79,0.79,3.43,63104.0,7.0626
17:31:45,8.95,0.79,0.79,3.43,63105.0,7.0705
17:31:46,8.95,0.82,0.79,3.43,63106.0,7.338999999999999
17:31:47,8.95,0.8,0.78,3.43,63107.0,7.16
17:31:48,8.94,0.85,0.79,3.43,63108.0,7.598999999999999
17:31:49,8.95,0.79,0.78,3.43,63109.0,7.0705
17:31:50,8.93,0.79,0.79,3.43,63110.0,7.0547
17:31:51,8.94,0.82,0.78,3.42,63111.0,7.330799999999999
17:31:52,8.95,0.78,0.79,3.42,63112.0,6.981
17:31:53,8.95,0.79,0.78,3.42,63113.0,7.0705
17:31:54,8.95,0.79,0.79,3.43,63114.0,7.0705
17:31:55,8.95,0.79,0.78,3.42,63115.0,7.0705
17:31:56,8.94,0.78,0.78,3.42,63116.0,6.9732
17:31:57,8.94,0.78,0.79,3.43,63117.0,6.9732
17:31:58,8.94,0.82,0.79,3.43,63118.0,7.330799999999999
17:31:59,8.94,0.78,0.78,3.43,63119.0,6.9732
17:32:00,8.94,0.77,0.78,3.42,63120.0,6.8838
17:32:01,8.95,0.78,0.78,3.42,63121.0,6.981
17:32:02,8.95,0.8,0.79,3.42,63122.0,7.16
17:32:03,8.95,0.81,0.79,3.43,63123.0,7.2495
17:32:04,8.95,0.86,0.79,3.43,63124.0,7.696999999999999
17:32:05,8.94,0.8,0.79,3.42,63125.0,7.152
17:32:06,8.95,0.78,0.79,3.42,63126.0,6.981
17:32:07,8.95,0.78,0.79,3.43,63127.0,6.981
17:32:08,8.94,0.79,0.78,3.42,63128.0,7.0626
17:32:09,8.95,0.78,0.79,3.43,63129.0,6.981
17:32:10,8.94,0.77,0.79,3.43,63130.0,6.8838
17:32:11,8.94,0.78,0.79,3.42,63131.0,6.9732
17:32:12,8.94,0.78,0.78,3.43,63132.0,6.9732
17:32:13,8.94,0.77,0.79,3.42,63133.0,6.8838
17:32:14,8.94,0.77,0.78,3.42,63134.0,6.8838
17:32:15,8.95,0.82,0.79,3.43,63135.0,7.338999999999999
17:32:16,8.95,0.77,0.79,3.42,63136.0,6.8915
17:32:17,8.95,0.82,0.79,3.43,63137.0,7.338999999999999
17:32:18,8.94,0.79,0.79,3.43,63138.0,7.0626
17:32:19,8.94,0.83,0.79,3.42,63139.0,7.4201999999999995
17:32:20,8.95,0.77,0.78,3.42,63140.0,6.8915
17:32:21,8.94,0.77,0.78,3.42,63141.0,6.8838
17:32:22,8.94,0.76,0.78,3.42,63142.0,6.7943999999999996
17:32:23,8.94,0.77,0.79,3.42,63143.0,6.8838
17:32:24,8.94,0.79,0.79,3.43,63144.0,7.0626
17:32:25,8.95,0.8,0.79,3.42,63145.0,7.16
17:32:26,8.94,0.76,0.78,3.42,63146.0,6.7943999999999996
17:32:27,8.94,0.79,0.79,3.43,63147.0,7.0626
17:32:28,8.95,0.77,0.78,3.42,63148.0,6.8915
17:32:29,8.95,0.76,0.78,3.42,63149.0,6.802
17:32:30,8.95,0.79,0.78,3.42,63150.0,7.0705
17:32:31,8.95,0.77,0.78,3.42,63151.0,6.8915
17:32:32,8.94,0.76,0.78,3.42,63152.0,6.7943999999999996
17:32:33,8.94,0.78,0.78,3.42,63153.0,6.9732
17:32:34,8.95,0.78,0.78,3.42,63154.0,6.981
17:32:35,8.94,0.76,0.78,3.42,63155.0,6.7943999999999996
17:32:36,8.93,0.79,0.79,3.42,63156.0,7.0547
17:32:37,8.95,0.76,0.79,3.43,63157.0,6.802
17:32:38,8.94,0.78,0.78,3.43,63158.0,6.9732
17:32:39,8.95,0.78,0.78,3.43,63159.0,6.981
17:32:40,8.95,0.77,0.78,3.42,63160.0,6.8915
17:32:41,8.95,0.78,0.78,3.42,63161.0,6.981
17:32:42,8.95,0.78,0.78,3.42,63162.0,6.981
17:32:43,8.95,0.8,0.79,3.42,63163.0,7.16
17:32:44,8.94,0.77,0.78,3.42,63164.0,6.8838
17:32:45,8.94,0.79,0.78,3.42,63165.0,7.0626
17:32:46,8.95,0.79,0.79,3.43,63166.0,7.0705
17:32:47,8.95,0.77,0.78,3.43,63167.0,6.8915
17:32:48,8.95,0.79,0.78,3.42,63168.0,7.0705
17:32:49,8.95,0.76,0.78,3.42,63169.0,6.802
17:32:50,8.95,0.76,0.78,3.42,63170.0,6.802
17:32:51,8.95,0.77,0.78,3.42,63171.0,6.8915
17:32:52,8.94,0.75,0.79,3.42,63172.0,6.705
17:32:53,8.95,0.82,0.79,3.43,63173.0,7.338999999999999
17:32:54,8.95,0.76,0.78,3.42,63174.0,6.802
17:32:55,8.95,0.77,0.79,3.43,63175.0,6.8915
17:32:56,8.95,0.76,0.78,3.42,63176.0,6.802
17:32:57,8.95,0.76,0.78,3.42,63177.0,6.802
17:32:58,8.94,0.81,0.79,3.42,63178.0,7.2414000000000005
17:32:59,8.94,0.75,0.78,3.42,63179.0,6.705
17:33:00,8.94,0.78,0.78,3.42,63180.0,6.9732
17:33:01,8.95,0.76,0.78,3.42,63181.0,6.802
17:33:02,8.94,0.75,0.78,3.42,63182.0,6.705
17:33:03,8.95,0.76,0.78,3.42,63183.0,6.802
17:33:04,8.95,0.75,0.78,3.42,63184.0,6.7124999999999995
17:33:05,8.95,0.77,0.79,3.42,63185.0,6.8915
17:33:06,8.95,0.82,0.79,3.43,63186.0,7.338999999999999
17:33:07,8.95,0.77,0.79,3.42,63187.0,6.8915
17:33:08,8.95,0.76,0.78,3.42,63188.0,6.802
17:33:09,8.95,0.75,0.78,3.41,63189.0,6.7124999999999995
17:33:10,8.94,0.78,0.79,3.43,63190.0,6.9732
17:33:11,8.95,0.82,0.78,3.42,63191.0,7.338999999999999
17:33:12,8.94,0.75,0.78,3.42,63192.0,6.705
17:33:13,8.94,0.76,0.78,3.42,63193.0,6.7943999999999996
17:33:14,8.94,0.79,0.79,3.43,63194.0,7.0626
17:33:15,8.96,0.76,0.78,3.42,63195.0,6.8096000000000005
17:33:16,8.94,0.74,0.78,3.42,63196.0,6.6156
17:33:17,8.94,0.74,0.78,3.42,63197.0,6.6156
17:33:18,8.94,0.74,0.78,3.42,63198.0,6.6156
17:33:19,8.95,0.74,0.78,3.42,63199.0,6.622999999999999
17:33:20,8.95,0.74,0.78,3.42,63200.0,6.622999999999999
17:33:21,8.94,0.76,0.78,3.42,63201.0,6.7943999999999996
17:33:22,8.94,0.73,0.79,3.43,63202.0,6.526199999999999
17:33:23,8.94,0.74,0.78,3.42,63203.0,6.6156
17:33:24,8.94,0.74,0.78,3.42,63204.0,6.6156
17:33:25,8.95,0.8,0.78,3.42,63205.0,7.16
17:33:26,8.94,0.75,0.78,3.42,63206.0,6.705
17:33:27,8.95,0.74,0.78,3.42,63207.0,6.622999999999999
17:33:28,8.95,0.75,0.78,3.42,63208.0,6.7124999999999995
17:33:29,8.95,0.74,0.78,3.42,63209.0,6.622999999999999
17:33:30,8.95,0.79,0.79,3.42,63210.0,7.0705
17:33:31,8.94,0.74,0.78,3.42,63211.0,6.6156
17:33:32,8.95,0.76,0.78,3.42,63212.0,6.802
17:33:33,8.95,0.74,0.78,3.42,63213.0,6.622999999999999
17:33:34,8.95,0.75,0.78,3.42,63214.0,6.7124999999999995
17:33:35,8.95,0.74,0.78,3.42,63215.0,6.622999999999999
17:33:36,8.95,0.73,0.78,3.42,63216.0,6.533499999999999
17:33:37,8.95,0.76,0.78,3.42,63217.0,6.802
17:33:38,8.94,0.8,0.78,3.43,63218.0,7.152
17:33:39,8.95,0.78,0.79,3.43,63219.0,6.981
17:33:40,8.93,0.73,0.78,3.42,63220.0,6.5188999999999995
17:33:41,8.94,0.73,0.78,3.42,63221.0,6.526199999999999
17:33:42,8.95,0.73,0.78,3.42,63222.0,6.533499999999999
17:33:43,8.95,0.76,0.78,3.42,63223.0,6.802
17:33:44,8.95,0.73,0.78,3.42,63224.0,6.533499999999999
17:33:45,8.94,0.73,0.78,3.42,63225.0,6.526199999999999
17:33:46,8.94,0.73,0.78,3.42,63226.0,6.526199999999999
17:33:47,8.94,0.73,0.78,3.41,63227.0,6.526199999999999
17:33:48,8.94,0.76,0.78,3.42,63228.0,6.7943999999999996
17:33:49,8.94,0.75,0.78,3.42,63229.0,6.705
17:33:50,8.94,0.75,0.78,3.42,63230.0,6.705
17:33:51,8.95,0.74,0.78,3.42,63231.0,6.622999999999999
17:33:52,8.95,0.73,0.78,3.42,63232.0,6.533499999999999
17:33:53,8.95,0.72,0.78,3.42,63233.0,6.443999999999999
17:33:54,8.94,0.73,0.78,3.42,63234.0,6.526199999999999
17:33:55,8.95,0.76,0.78,3.42,63235.0,6.802
17:33:56,8.95,0.73,0.78,3.42,63236.0,6.533499999999999
17:33:57,8.95,0.73,0.78,3.42,63237.0,6.533499999999999
17:33:58,8.94,0.76,0.78,3.41,63238.0,6.7943999999999996
17:33:59,8.95,0.73,0.78,3.42,63239.0,6.533499999999999
17:34:00,8.94,0.72,0.78,3.42,63240.0,6.436799999999999
17:34:01,8.95,0.74,0.78,3.42,63241.0,6.622999999999999
17:34:02,8.95,0.76,0.78,3.42,63242.0,6.802
17:34:03,8.94,0.73,0.78,3.42,63243.0,6.526199999999999
17:34:04,8.95,0.72,0.78,3.42,63244.0,6.443999999999999
17:34:05,8.95,0.72,0.78,3.42,63245.0,6.443999999999999
17:34:06,8.94,0.72,0.78,3.41,63246.0,6.436799999999999
17:34:07,8.95,0.73,0.78,3.42,63247.0,6.533499999999999
17:34:08,8.94,0.72,0.78,3.42,63248.0,6.436799999999999
17:34:09,8.95,0.72,0.78,3.42,63249.0,6.443999999999999
17:34:10,8.95,0.72,0.78,3.42,63250.0,6.443999999999999
17:34:11,8.94,0.71,0.78,3.42,63251.0,6.3473999999999995
17:34:12,8.94,0.76,0.78,3.42,63252.0,6.7943999999999996
17:34:13,8.94,0.72,0.78,3.42,63253.0,6.436799999999999
17:34:14,8.94,0.72,0.78,3.42,63254.0,6.436799999999999
17:34:15,8.94,0.72,0.78,3.42,63255.0,6.436799999999999
17:34:16,8.94,0.71,0.78,3.41,63256.0,6.3473999999999995
17:34:17,8.94,0.72,0.78,3.41,63257.0,6.436799999999999
17:34:18,8.95,0.73,0.78,3.42,63258.0,6.533499999999999
17:34:19,8.94,0.75,0.79,3.42,63259.0,6.705
17:34:20,8.94,0.72,0.78,3.41,63260.0,6.436799999999999
17:34:21,8.95,0.73,0.78,3.42,63261.0,6.533499999999999
17:34:22,8.94,0.73,0.78,3.42,63262.0,6.526199999999999
17:34:23,8.93,0.71,0.78,3.41,63263.0,6.340299999999999
17:34:24,8.95,0.71,0.78,3.42,63264.0,6.354499999999999
17:34:25,8.95,0.71,0.78,3.41,63265.0,6.354499999999999
17:34:26,8.95,0.71,0.78,3.41,63266.0,6.354499999999999
17:34:27,8.94,0.72,0.78,3.42,63267.0,6.436799999999999
17:34:28,8.94,0.71,0.78,3.42,63268.0,6.3473999999999995
17:34:29,8.95,0.76,0.78,3.42,63269.0,6.802
17:34:30,8.95,0.73,0.78,3.42,63270.0,6.533499999999999
17:34:31,8.94,0.73,0.78,3.41,63271.0,6.526199999999999
17:34:32,8.94,0.7,0.78,3.42,63272.0,6.257999999999999
17:34:33,8.94,0.71,0.78,3.41,63273.0,6.3473999999999995
17:34:34,8.95,0.71,0.78,3.42,63274.0,6.354499999999999
17:34:35,8.94,0.7,0.78,3.41,63275.0,6.257999999999999
17:34:36,8.95,0.7,0.78,3.41,63276.0,6.264999999999999
17:34:37,8.94,0.73,0.78,3.41,63277.0,6.526199999999999
17:34:38,8.95,0.71,0.78,3.42,63278.0,6.354499999999999
17:34:39,8.94,0.74,0.78,3.42,63279.0,6.6156
17:34:40,8.95,0.71,0.78,3.42,63280.0,6.354499999999999
17:34:41,8.95,0.71,0.78,3.42,63281.0,6.354499999999999
17:34:42,8.95,0.7,0.78,3.42,63282.0,6.264999999999999
17:34:43,8.94,0.7,0.78,3.42,63283.0,6.257999999999999
17:34:44,8.95,0.72,0.78,3.42,63284.0,6.443999999999999
17:34:45,8.94,0.7,0.78,3.41,63285.0,6.257999999999999
17:34:46,8.95,0.71,0.78,3.42,63286.0,6.354499999999999
17:34:47,8.94,0.74,0.78,3.42,63287.0,6.6156
17:34:48,8.95,0.7,0.78,3.41,63288.0,6.264999999999999
17:34:49,8.95,0.7,0.78,3.41,63289.0,6.264999999999999
17:34:50,8.94,0.76,0.78,3.42,63290.0,6.7943999999999996
17:34:51,8.95,0.7,0.78,3.41,63291.0,6.264999999999999
17:34:52,8.95,0.7,0.78,3.42,63292.0,6.264999999999999
17:34:53,8.95,0.7,0.78,3.41,63293.0,6.264999999999999
17:34:54,8.95,0.7,0.78,3.41,63294.0,6.264999999999999
17:34:55,8.95,0.72,0.78,3.41,63295.0,6.443999999999999
17:34:56,8.94,0.69,0.78,3.42,63296.0,6.168599999999999
17:34:57,8.95,0.72,0.78,3.42,63297.0,6.443999999999999
17:34:58,8.95,0.71,0.78,3.42,63298.0,6.354499999999999
17:34:59,8.95,0.7,0.78,3.41,63299.0,6.264999999999999
17:35:00,8.95,0.74,0.78,3.42,63300.0,6.622999999999999
17:35:01,8.94,0.7,0.78,3.41,63301.0,6.257999999999999
17:35:02,8.95,0.71,0.78,3.41,63302.0,6.354499999999999
17:35:03,8.95,0.7,0.78,3.41,63303.0,6.264999999999999
17:35:04,8.95,0.7,0.78,3.42,63304.0,6.264999999999999
17:35:05,8.94,0.69,0.78,3.42,63305.0,6.168599999999999
17:35:06,8.95,0.69,0.78,3.41,63306.0,6.175499999999999
17:35:07,8.95,0.73,0.78,3.42,63307.0,6.533499999999999
17:35:08,8.96,0.7,0.78,3.42,63308.0,6.272
17:35:09,8.94,0.69,0.78,3.41,63309.0,6.168599999999999
17:35:10,8.95,0.71,0.78,3.42,63310.0,6.354499999999999
17:35:11,8.94,0.71,0.78,3.42,63311.0,6.3473999999999995
17:35:12,8.95,0.76,0.78,3.42,63312.0,6.802
17:35:13,8.95,0.72,0.78,3.41,63313.0,6.443999999999999
17:35:14,8.96,0.74,0.78,3.42,63314.0,6.630400000000001
17:35:15,8.95,0.69,0.78,3.42,63315.0,6.175499999999999
17:35:16,8.95,0.71,0.78,3.41,63316.0,6.354499999999999
17:35:17,8.94,0.68,0.78,3.41,63317.0,6.0792
17:35:18,8.95,0.69,0.78,3.41,63318.0,6.175499999999999
17:35:19,8.96,0.74,0.78,3.41,63319.0,6.630400000000001
17:35:20,8.95,0.69,0.78,3.42,63320.0,6.175499999999999
17:35:21,8.95,0.7,0.78,3.41,63321.0,6.264999999999999
17:35:22,8.94,0.7,0.78,3.41,63322.0,6.257999999999999
17:35:23,8.95,0.68,0.78,3.42,63323.0,6.086
17:35:24,8.95,0.7,0.78,3.42,63324.0,6.264999999999999
17:35:25,8.95,0.69,0.78,3.42,63325.0,6.175499999999999
17:35:26,8.96,0.69,0.77,3.41,63326.0,6.1824
17:35:27,8.95,0.68,0.78,3.41,63327.0,6.086
17:35:28,8.95,0.7,0.78,3.42,63328.0,6.264999999999999
17:35:29,8.95,0.73,0.78,3.41,63329.0,6.533499999999999
17:35:30,8.95,0.74,0.78,3.42,63330.0,6.622999999999999
17:35:31,8.95,0.7,0.78,3.41,63331.0,6.264999999999999
17:35:32,8.95,0.68,0.78,3.41,63332.0,6.086
17:35:33,8.95,0.67,0.77,3.41,63333.0,5.9965
17:35:34,8.95,0.69,0.78,3.42,63334.0,6.175499999999999
17:35:35,8.94,0.68,0.78,3.41,63335.0,6.0792
17:35:36,8.95,0.69,0.78,3.41,63336.0,6.175499999999999
17:35:37,8.95,0.68,0.78,3.41,63337.0,6.086
17:35:38,8.94,0.69,0.78,3.42,63338.0,6.168599999999999
17:35:39,8.96,0.68,0.78,3.41,63339.0,6.092800000000001
17:35:40,8.95,0.7,0.78,3.42,63340.0,6.264999999999999
17:35:41,8.95,0.74,0.78,3.41,63341.0,6.622999999999999
17:35:42,8.94,0.68,0.77,3.41,63342.0,6.0792
17:35:43,8.94,0.71,0.78,3.42,63343.0,6.3473999999999995
17:35:44,8.95,0.68,0.77,3.41,63344.0,6.086
17:35:45,8.95,0.69,0.77,3.41,63345.0,6.175499999999999
17:35:46,8.95,0.71,0.78,3.41,63346.0,6.354499999999999
