时间,电压(V),电流(A),D+(V),D-(V),时间文本,时间秒,总功耗(W)
17:29:09,8.94,0.9,0.79,3.43,17:29:09,62949,8.046
17:29:10,8.94,0.88,0.79,3.43,17:29:10,62950,7.8671999999999995
17:29:11,8.95,0.88,0.8,3.43,17:29:11,62951,7.8759999999999994
17:29:12,8.94,0.95,0.8,3.44,17:29:12,62952,8.492999999999999
17:29:13,8.96,0.88,0.8,3.44,17:29:13,62953,7.884800000000001
17:29:14,8.94,0.9,0.8,3.44,17:29:14,62954,8.046
17:29:15,8.95,0.87,0.8,3.43,17:29:15,62955,7.786499999999999
17:29:16,8.94,0.92,0.79,3.43,17:29:16,62956,8.2248
17:29:17,8.95,0.87,0.79,3.43,17:29:17,62957,7.786499999999999
17:29:18,8.95,0.88,0.8,3.43,17:29:18,62958,7.8759999999999994
17:29:19,8.95,0.89,0.79,3.43,17:29:19,62959,7.9655
17:29:20,8.95,0.87,0.79,3.43,17:29:20,62960,7.786499999999999
17:29:21,8.94,0.87,0.79,3.43,17:29:21,62961,7.777799999999999
17:29:22,8.94,0.87,0.8,3.44,17:29:22,62962,7.777799999999999
17:29:23,8.94,0.87,0.79,3.44,17:29:23,62963,7.777799999999999
17:29:24,8.95,0.87,0.79,3.43,17:29:24,62964,7.786499999999999
17:29:25,8.95,0.88,0.8,3.43,17:29:25,62965,7.8759999999999994
17:29:26,8.94,0.87,0.79,3.43,17:29:26,62966,7.777799999999999
17:29:27,8.95,0.9,0.8,3.44,17:29:27,62967,8.055
17:29:28,8.95,0.87,0.79,3.43,17:29:28,62968,7.786499999999999
17:29:29,8.95,0.91,0.79,3.44,17:29:29,62969,8.144499999999999
17:29:30,8.95,0.86,0.79,3.43,17:29:30,62970,7.696999999999999
17:29:31,8.96,0.86,0.79,3.43,17:29:31,62971,7.7056000000000004
17:29:32,8.96,0.93,0.8,3.43,17:29:32,62972,8.3328
17:29:33,8.95,0.88,0.79,3.43,17:29:33,62973,7.8759999999999994
17:29:34,8.95,0.95,0.8,3.45,17:29:34,62974,8.5025
17:29:35,8.95,0.87,0.8,3.43,17:29:35,62975,7.786499999999999
17:29:36,8.95,0.91,0.8,3.44,17:29:36,62976,8.144499999999999
17:29:37,8.95,0.89,0.79,3.43,17:29:37,62977,7.9655
17:29:38,8.94,0.87,0.79,3.43,17:29:38,62978,7.777799999999999
17:29:39,8.94,0.87,0.8,3.44,17:29:39,62979,7.777799999999999
17:29:40,8.94,0.86,0.79,3.43,17:29:40,62980,7.6884
17:29:41,8.95,0.86,0.8,3.43,17:29:41,62981,7.696999999999999
17:29:42,8.95,0.86,0.79,3.43,17:29:42,62982,7.696999999999999
17:29:43,8.94,0.86,0.79,3.43,17:29:43,62983,7.6884
17:29:44,8.96,0.89,0.79,3.43,17:29:44,62984,7.974400000000001
17:29:45,8.95,0.87,0.79,3.43,17:29:45,62985,7.786499999999999
17:29:46,8.94,0.85,0.8,3.44,17:29:46,62986,7.598999999999999
17:29:47,8.95,0.85,0.79,3.43,17:29:47,62987,7.607499999999999
17:29:48,8.96,0.85,0.79,3.43,17:29:48,62988,7.6160000000000005
17:29:49,8.94,0.87,0.79,3.43,17:29:49,62989,7.777799999999999
17:29:50,8.95,0.87,0.79,3.43,17:29:50,62990,7.786499999999999
17:29:51,8.95,0.85,0.79,3.43,17:29:51,62991,7.607499999999999
17:29:52,8.95,0.87,0.79,3.43,17:29:52,62992,7.786499999999999
17:29:53,8.95,0.87,0.79,3.43,17:29:53,62993,7.786499999999999
17:29:54,8.95,0.84,0.8,3.43,17:29:54,62994,7.517999999999999
17:29:55,8.94,0.85,0.79,3.43,17:29:55,62995,7.598999999999999
17:29:56,8.95,0.9,0.79,3.43,17:29:56,62996,8.055
17:29:57,8.94,0.92,0.8,3.44,17:29:57,62997,8.2248
17:29:58,8.94,0.85,0.79,3.43,17:29:58,62998,7.598999999999999
17:29:59,8.94,0.86,0.79,3.43,17:29:59,62999,7.6884
17:30:00,8.94,0.86,0.79,3.43,17:30:00,63000,7.6884
17:30:01,8.95,0.86,0.79,3.43,17:30:01,63001,7.696999999999999
17:30:02,8.94,0.87,0.79,3.43,17:30:02,63002,7.777799999999999
17:30:03,8.94,0.85,0.79,3.43,17:30:03,63003,7.598999999999999
17:30:04,8.94,0.85,0.79,3.43,17:30:04,63004,7.598999999999999
17:30:05,8.94,0.87,0.79,3.43,17:30:05,63005,7.777799999999999
17:30:06,8.95,0.91,0.8,3.43,17:30:06,63006,8.144499999999999
17:30:07,8.95,0.84,0.79,3.43,17:30:07,63007,7.517999999999999
17:30:08,8.94,0.87,0.79,3.43,17:30:08,63008,7.777799999999999
17:30:09,8.94,0.86,0.79,3.43,17:30:09,63009,7.6884
17:30:10,8.94,0.88,0.8,3.43,17:30:10,63010,7.8671999999999995
17:30:11,8.95,0.86,0.79,3.43,17:30:11,63011,7.696999999999999
17:30:12,8.95,0.86,0.79,3.43,17:30:12,63012,7.696999999999999
17:30:13,8.95,0.85,0.8,3.43,17:30:13,63013,7.607499999999999
17:30:14,8.95,0.85,0.79,3.43,17:30:14,63014,7.607499999999999
17:30:15,8.94,0.85,0.79,3.43,17:30:15,63015,7.598999999999999
17:30:16,8.95,0.86,0.79,3.43,17:30:16,63016,7.696999999999999
17:30:17,8.95,0.87,0.79,3.43,17:30:17,63017,7.786499999999999
17:30:18,8.95,0.88,0.8,3.43,17:30:18,63018,7.8759999999999994
17:30:19,8.94,0.84,0.79,3.43,17:30:19,63019,7.509599999999999
17:30:20,8.94,0.83,0.79,3.43,17:30:20,63020,7.4201999999999995
17:30:21,8.94,0.85,0.79,3.43,17:30:21,63021,7.598999999999999
17:30:22,8.96,0.84,0.79,3.43,17:30:22,63022,7.526400000000001
17:30:23,8.94,0.87,0.8,3.44,17:30:23,63023,7.777799999999999
17:30:24,8.95,0.83,0.79,3.43,17:30:24,63024,7.428499999999999
17:30:25,8.94,0.83,0.79,3.43,17:30:25,63025,7.4201999999999995
17:30:26,8.94,0.84,0.79,3.43,17:30:26,63026,7.509599999999999
17:30:27,8.94,0.87,0.79,3.43,17:30:27,63027,7.777799999999999
17:30:28,8.95,0.83,0.79,3.43,17:30:28,63028,7.428499999999999
17:30:29,8.96,0.87,0.8,3.44,17:30:29,63029,7.7952
17:30:30,8.95,0.83,0.8,3.43,17:30:30,63030,7.428499999999999
17:30:31,8.95,0.83,0.79,3.43,17:30:31,63031,7.428499999999999
17:30:32,8.95,0.86,0.79,3.42,17:30:32,63032,7.696999999999999
17:30:33,8.95,0.84,0.79,3.43,17:30:33,63033,7.517999999999999
17:30:34,8.95,0.86,0.79,3.43,17:30:34,63034,7.696999999999999
17:30:35,8.95,0.83,0.79,3.43,17:30:35,63035,7.428499999999999
17:30:36,8.95,0.83,0.79,3.43,17:30:36,63036,7.428499999999999
17:30:37,8.95,0.83,0.79,3.43,17:30:37,63037,7.428499999999999
17:30:38,8.95,0.83,0.79,3.43,17:30:38,63038,7.428499999999999
17:30:39,8.95,0.87,0.8,3.43,17:30:39,63039,7.786499999999999
17:30:40,8.95,0.83,0.79,3.43,17:30:40,63040,7.428499999999999
17:30:41,8.93,0.84,0.79,3.43,17:30:41,63041,7.5012
17:30:42,8.94,0.82,0.79,3.43,17:30:42,63042,7.330799999999999
17:30:43,8.95,0.82,0.79,3.43,17:30:43,63043,7.338999999999999
17:30:44,8.95,0.84,0.79,3.43,17:30:44,63044,7.517999999999999
17:30:45,8.95,0.83,0.79,3.43,17:30:45,63045,7.428499999999999
17:30:46,8.95,0.83,0.8,3.43,17:30:46,63046,7.428499999999999
17:30:47,8.95,0.85,0.79,3.43,17:30:47,63047,7.607499999999999
17:30:48,8.95,0.82,0.79,3.42,17:30:48,63048,7.338999999999999
17:30:49,8.94,0.82,0.79,3.43,17:30:49,63049,7.330799999999999
17:30:50,8.95,0.85,0.79,3.43,17:30:50,63050,7.607499999999999
17:30:51,8.95,0.82,0.79,3.43,17:30:51,63051,7.338999999999999
17:30:52,8.94,0.82,0.79,3.43,17:30:52,63052,7.330799999999999
17:30:53,8.94,0.81,0.79,3.43,17:30:53,63053,7.2414000000000005
17:30:54,8.95,0.83,0.79,3.43,17:30:54,63054,7.428499999999999
17:30:55,8.94,0.82,0.78,3.42,17:30:55,63055,7.330799999999999
17:30:56,8.95,0.86,0.79,3.43,17:30:56,63056,7.696999999999999
17:30:57,8.95,0.81,0.79,3.43,17:30:57,63057,7.2495
17:30:58,8.95,0.83,0.79,3.43,17:30:58,63058,7.428499999999999
17:30:59,8.95,0.82,0.79,3.43,17:30:59,63059,7.338999999999999
17:31:00,8.95,0.81,0.79,3.43,17:31:00,63060,7.2495
17:31:01,8.95,0.82,0.79,3.43,17:31:01,63061,7.338999999999999
17:31:02,8.95,0.83,0.79,3.43,17:31:02,63062,7.428499999999999
17:31:03,8.94,0.83,0.79,3.43,17:31:03,63063,7.4201999999999995
17:31:04,8.95,0.83,0.79,3.43,17:31:04,63064,7.428499999999999
17:31:05,8.94,0.82,0.79,3.43,17:31:05,63065,7.330799999999999
17:31:06,8.95,0.85,0.79,3.43,17:31:06,63066,7.607499999999999
17:31:07,8.95,0.81,0.79,3.43,17:31:07,63067,7.2495
17:31:08,8.94,0.83,0.79,3.43,17:31:08,63068,7.4201999999999995
17:31:09,8.95,0.81,0.79,3.43,17:31:09,63069,7.2495
17:31:10,8.94,1.27,0.82,3.46,17:31:10,63070,11.3538
17:31:11,8.95,1.17,0.82,3.45,17:31:11,63071,10.471499999999999
17:31:12,8.95,1.25,0.83,3.47,17:31:12,63072,11.1875
17:31:13,8.95,1.13,0.82,3.47,17:31:13,63073,10.113499999999998
17:31:14,8.95,0.86,0.79,3.43,17:31:14,63074,7.696999999999999
17:31:15,8.95,0.83,0.79,3.42,17:31:15,63075,7.428499999999999
17:31:16,8.95,0.8,0.79,3.42,17:31:16,63076,7.16
17:31:17,8.95,0.81,0.78,3.42,17:31:17,63077,7.2495
17:31:18,8.94,0.88,0.79,3.43,17:31:18,63078,7.8671999999999995
17:31:19,8.94,0.81,0.79,3.42,17:31:19,63079,7.2414000000000005
17:31:20,8.95,0.8,0.79,3.43,17:31:20,63080,7.16
17:31:21,8.95,0.81,0.79,3.43,17:31:21,63081,7.2495
17:31:22,8.94,0.8,0.79,3.42,17:31:22,63082,7.152
17:31:23,8.95,0.82,0.79,3.43,17:31:23,63083,7.338999999999999
17:31:24,8.95,0.8,0.79,3.43,17:31:24,63084,7.16
17:31:25,8.94,0.83,0.79,3.43,17:31:25,63085,7.4201999999999995
17:31:26,8.95,0.81,0.79,3.43,17:31:26,63086,7.2495
17:31:27,8.95,0.8,0.79,3.43,17:31:27,63087,7.16
17:31:28,8.94,0.84,0.79,3.43,17:31:28,63088,7.509599999999999
17:31:29,8.94,0.86,0.79,3.43,17:31:29,63089,7.6884
17:31:30,8.95,0.8,0.79,3.43,17:31:30,63090,7.16
17:31:31,8.94,0.81,0.79,3.43,17:31:31,63091,7.2414000000000005
17:31:32,8.95,0.92,0.79,3.42,17:31:32,63092,8.234
17:31:33,8.94,0.78,0.79,3.43,17:31:33,63093,6.9732
17:31:34,8.94,0.83,0.79,3.43,17:31:34,63094,7.4201999999999995
17:31:35,8.95,0.8,0.79,3.43,17:31:35,63095,7.16
17:31:36,8.94,0.8,0.79,3.43,17:31:36,63096,7.152
17:31:37,8.94,0.8,0.79,3.43,17:31:37,63097,7.152
17:31:38,8.95,0.81,0.79,3.43,17:31:38,63098,7.2495
17:31:39,8.94,0.79,0.78,3.42,17:31:39,63099,7.0626
17:31:40,8.95,0.82,0.79,3.43,17:31:40,63100,7.338999999999999
17:31:41,8.94,0.79,0.79,3.42,17:31:41,63101,7.0626
17:31:42,8.95,0.78,0.79,3.43,17:31:42,63102,6.981
17:31:43,8.95,0.79,0.79,3.43,17:31:43,63103,7.0705
17:31:44,8.94,0.79,0.79,3.43,17:31:44,63104,7.0626
17:31:45,8.95,0.79,0.79,3.43,17:31:45,63105,7.0705
17:31:46,8.95,0.82,0.79,3.43,17:31:46,63106,7.338999999999999
17:31:47,8.95,0.8,0.78,3.43,17:31:47,63107,7.16
17:31:48,8.94,0.85,0.79,3.43,17:31:48,63108,7.598999999999999
17:31:49,8.95,0.79,0.78,3.43,17:31:49,63109,7.0705
17:31:50,8.93,0.79,0.79,3.43,17:31:50,63110,7.0547
17:31:51,8.94,0.82,0.78,3.42,17:31:51,63111,7.330799999999999
17:31:52,8.95,0.78,0.79,3.42,17:31:52,63112,6.981
17:31:53,8.95,0.79,0.78,3.42,17:31:53,63113,7.0705
17:31:54,8.95,0.79,0.79,3.43,17:31:54,63114,7.0705
17:31:55,8.95,0.79,0.78,3.42,17:31:55,63115,7.0705
17:31:56,8.94,0.78,0.78,3.42,17:31:56,63116,6.9732
17:31:57,8.94,0.78,0.79,3.43,17:31:57,63117,6.9732
17:31:58,8.94,0.82,0.79,3.43,17:31:58,63118,7.330799999999999
17:31:59,8.94,0.78,0.78,3.43,17:31:59,63119,6.9732
17:32:00,8.94,0.77,0.78,3.42,17:32:00,63120,6.8838
17:32:01,8.95,0.78,0.78,3.42,17:32:01,63121,6.981
17:32:02,8.95,0.8,0.79,3.42,17:32:02,63122,7.16
17:32:03,8.95,0.81,0.79,3.43,17:32:03,63123,7.2495
17:32:04,8.95,0.86,0.79,3.43,17:32:04,63124,7.696999999999999
17:32:05,8.94,0.8,0.79,3.42,17:32:05,63125,7.152
17:32:06,8.95,0.78,0.79,3.42,17:32:06,63126,6.981
17:32:07,8.95,0.78,0.79,3.43,17:32:07,63127,6.981
17:32:08,8.94,0.79,0.78,3.42,17:32:08,63128,7.0626
17:32:09,8.95,0.78,0.79,3.43,17:32:09,63129,6.981
17:32:10,8.94,0.77,0.79,3.43,17:32:10,63130,6.8838
17:32:11,8.94,0.78,0.79,3.42,17:32:11,63131,6.9732
17:32:12,8.94,0.78,0.78,3.43,17:32:12,63132,6.9732
17:32:13,8.94,0.77,0.79,3.42,17:32:13,63133,6.8838
17:32:14,8.94,0.77,0.78,3.42,17:32:14,63134,6.8838
17:32:15,8.95,0.82,0.79,3.43,17:32:15,63135,7.338999999999999
17:32:16,8.95,0.77,0.79,3.42,17:32:16,63136,6.8915
17:32:17,8.95,0.82,0.79,3.43,17:32:17,63137,7.338999999999999
17:32:18,8.94,0.79,0.79,3.43,17:32:18,63138,7.0626
17:32:19,8.94,0.83,0.79,3.42,17:32:19,63139,7.4201999999999995
17:32:20,8.95,0.77,0.78,3.42,17:32:20,63140,6.8915
17:32:21,8.94,0.77,0.78,3.42,17:32:21,63141,6.8838
17:32:22,8.94,0.76,0.78,3.42,17:32:22,63142,6.7943999999999996
17:32:23,8.94,0.77,0.79,3.42,17:32:23,63143,6.8838
17:32:24,8.94,0.79,0.79,3.43,17:32:24,63144,7.0626
17:32:25,8.95,0.8,0.79,3.42,17:32:25,63145,7.16
17:32:26,8.94,0.76,0.78,3.42,17:32:26,63146,6.7943999999999996
17:32:27,8.94,0.79,0.79,3.43,17:32:27,63147,7.0626
17:32:28,8.95,0.77,0.78,3.42,17:32:28,63148,6.8915
17:32:29,8.95,0.76,0.78,3.42,17:32:29,63149,6.802
17:32:30,8.95,0.79,0.78,3.42,17:32:30,63150,7.0705
17:32:31,8.95,0.77,0.78,3.42,17:32:31,63151,6.8915
17:32:32,8.94,0.76,0.78,3.42,17:32:32,63152,6.7943999999999996
17:32:33,8.94,0.78,0.78,3.42,17:32:33,63153,6.9732
17:32:34,8.95,0.78,0.78,3.42,17:32:34,63154,6.981
17:32:35,8.94,0.76,0.78,3.42,17:32:35,63155,6.7943999999999996
17:32:36,8.93,0.79,0.79,3.42,17:32:36,63156,7.0547
17:32:37,8.95,0.76,0.79,3.43,17:32:37,63157,6.802
17:32:38,8.94,0.78,0.78,3.43,17:32:38,63158,6.9732
17:32:39,8.95,0.78,0.78,3.43,17:32:39,63159,6.981
17:32:40,8.95,0.77,0.78,3.42,17:32:40,63160,6.8915
17:32:41,8.95,0.78,0.78,3.42,17:32:41,63161,6.981
17:32:42,8.95,0.78,0.78,3.42,17:32:42,63162,6.981
17:32:43,8.95,0.8,0.79,3.42,17:32:43,63163,7.16
17:32:44,8.94,0.77,0.78,3.42,17:32:44,63164,6.8838
17:32:45,8.94,0.79,0.78,3.42,17:32:45,63165,7.0626
17:32:46,8.95,0.79,0.79,3.43,17:32:46,63166,7.0705
17:32:47,8.95,0.77,0.78,3.43,17:32:47,63167,6.8915
17:32:48,8.95,0.79,0.78,3.42,17:32:48,63168,7.0705
17:32:49,8.95,0.76,0.78,3.42,17:32:49,63169,6.802
17:32:50,8.95,0.76,0.78,3.42,17:32:50,63170,6.802
17:32:51,8.95,0.77,0.78,3.42,17:32:51,63171,6.8915
17:32:52,8.94,0.75,0.79,3.42,17:32:52,63172,6.705
17:32:53,8.95,0.82,0.79,3.43,17:32:53,63173,7.338999999999999
17:32:54,8.95,0.76,0.78,3.42,17:32:54,63174,6.802
17:32:55,8.95,0.77,0.79,3.43,17:32:55,63175,6.8915
17:32:56,8.95,0.76,0.78,3.42,17:32:56,63176,6.802
17:32:57,8.95,0.76,0.78,3.42,17:32:57,63177,6.802
17:32:58,8.94,0.81,0.79,3.42,17:32:58,63178,7.2414000000000005
17:32:59,8.94,0.75,0.78,3.42,17:32:59,63179,6.705
17:33:00,8.94,0.78,0.78,3.42,17:33:00,63180,6.9732
17:33:01,8.95,0.76,0.78,3.42,17:33:01,63181,6.802
17:33:02,8.94,0.75,0.78,3.42,17:33:02,63182,6.705
17:33:03,8.95,0.76,0.78,3.42,17:33:03,63183,6.802
17:33:04,8.95,0.75,0.78,3.42,17:33:04,63184,6.7124999999999995
17:33:05,8.95,0.77,0.79,3.42,17:33:05,63185,6.8915
17:33:06,8.95,0.82,0.79,3.43,17:33:06,63186,7.338999999999999
17:33:07,8.95,0.77,0.79,3.42,17:33:07,63187,6.8915
17:33:08,8.95,0.76,0.78,3.42,17:33:08,63188,6.802
17:33:09,8.95,0.75,0.78,3.41,17:33:09,63189,6.7124999999999995
